FID,ROADNAME,NUM_LANES,SUR_TYPE,Label_Cate
1,OLD SHASTA RIVER ROAD,2,Paved,County Road
2,LAURA AV,2,Paved,City Street
3,MURRAY AV,2,Paved,City Street
4,CHINA GRADE ROAD,2,Paved,County Road
5,LAURA AV,2,Paved,City Street
6,HWY 3,2,Paved,State Highway
7,RICHMAN LN,2,Paved,City Street
8,CHINA GRADE ROAD,2,Unpaved,County Road
9,SCHANTZ ROAD,2,Paved,County Road
10,FAIRLANE ROAD,2,Paved,County Road
11,INDIAN CREEK ROAD,2,Unpaved,County Road
12,WESTSIDE RD,2,Paved,City Street
13,TECHNOR ROBISON ROAD,2,Unpaved,County Road
14,HARRY CASH ROAD,2,Paved,County Road
15,SYLVA ROAD,2,Unpaved,County Road
16,FAIRLANE ROAD,2,Paved,County Road
17,HWY 96,2,Paved,State Highway
18,DAVIS  ROAD,2,Unpaved,County Road
19,HWY 96,2,Paved,State Highway
20,HAPPY CAMP DUMP ROAD,2,Paved,County Road
21,FOURTH AVENUE,2,Paved,County Road
22,WASHINGTON STREET,2,Paved,County Road
23,FOURTH AVENUE,2,Paved,County Road
24,TIMBER INN ROAD,2,Unpaved,County Road
25,FOURTH AVENUE,2,Paved,County Road
26,INDIAN CREEK ROAD,2,Paved,County Road
27,COOK CAMPBELL ROAD,2,Unpaved,County Road
28,CHINA GRADE ROAD,2,Unpaved,County Road
29,EAST STREET,2,Paved,County Road
30,THIRD AVENUE,2,Paved,County Road
31,THIRD AVENUE,2,Paved,County Road
32,WASHINGTON STREET,2,Paved,County Road
33,THIRD AVENUE,2,Paved,County Road
34,TIMBER INN ROAD,2,Unpaved,County Road
35,GORDONS FERRY ROAD,2,Unpaved,County Road
36,THIRD AVENUE,2,Paved,County Road
37,INDIAN CREEK ROAD,2,Paved,County Road
38,COOK CAMPBELL ROAD,2,Paved,County Road
39,HILLSIDE ROAD,2,Paved,County Road
40,HWY 96,2,Paved,State Highway
41,SECOND AVENUE,2,Paved,County Road
42,HEADWAY ROAD,2,Paved,County Road
43,SECOND AVENUE,2,Paved,County Road
44,WASHINGTON STREET,2,Paved,County Road
45,SECOND AVENUE,2,Paved,County Road
46,TIMBER INN ROAD,2,Unpaved,County Road
47,SECOND AVENUE,2,Paved,County Road
48,SYLVA ROAD,2,Paved,County Road
49,SECOND AVENUE,2,Paved,County Road
50,HWY 96,2,Paved,State Highway
51,HWY 96,2,Paved,State Highway
52,FIRST AVENUE,2,Paved,County Road
53,INDIAN CREEK ROAD,2,Paved,County Road
54,SECOND AVENUE,2,Paved,County Road
55,SYLVA ROAD,2,Unpaved,County Road
56,ELK CREEK ROAD,2,Paved,County Road
57,SYLVA ROAD,2,Paved,County Road
58,INDIAN CREEK ROAD,2,Paved,County Road
59,SECOND AVENUE,2,Paved,County Road
60,AIRPORT ROAD,2,Paved,County Road
61,NUGGET STREET,2,Paved,County Road
62,ELK CREEK ROAD,2,Paved,County Road
63,HWY 96,2,Paved,State Highway
64,SECOND AVENUE,2,Paved,County Road
65,HUMBUG CREEK ROAD,2,Unpaved,County Road
66,FIFTH AVENUE EAST,2,Unpaved,County Road
67,HWY 96,2,Paved,State Highway
68,ELK CREEK ROAD,2,Paved,County Road
69,CURLY JACK ROAD,2,Paved,County Road
70,HWY 96,2,Paved,State Highway
71,LOWER AIRPORT ROAD,2,Paved,County Road
72,SYLVA ROAD,2,Unpaved,County Road
73,AIRPORT ROAD,2,Paved,County Road
74,FIFTH AVENUE EAST,2,Unpaved,County Road
75,FIFTH AVENUE EAST,2,Paved,County Road
76,FIFTH AVENUE EAST,2,Unpaved,County Road
77,SYLVA ROAD,2,Paved,County Road
78,COOK CAMPBELL ROAD,2,Unpaved,County Road
79,SYLVA ROAD,2,Unpaved,County Road
80,COOK CAMPBELL ROAD,2,Paved,County Road
81,WEST MACDOEL DISTRICT ROAD,2,Paved,County Road
82,WEST MACDOEL DISTRICT ROAD,2,Unpaved,County Road
83,WEST MACDOEL DISTRICT ROAD,2,Paved,County Road
84,WEST MACDOEL DISTRICT ROAD,2,Unpaved,County Road
85,WEST MACDOEL DISTRICT ROAD,2,Paved,County Road
86,WEST MACDOEL DISTRICT ROAD,2,Unpaved,County Road
87,WEST MACDOEL DISTRICT ROAD,2,Paved,County Road
88,COOK CAMPBELL ROAD,2,Paved,County Road
89,WEST MACDOEL DISTRICT ROAD,2,Unpaved,County Road
90,SHOEMAKER ROAD,2,Paved,County Road
91,WEST MACDOEL DISTRICT ROAD,2,Paved,County Road
92,HWY 97,2,Paved,State Highway
93,MYERS ROAD,2,Unpaved,County Road
94,WEST MACDOEL DISTRICT ROAD,2,Paved,County Road
95,OLD STATE HWY,2,Paved,County Road
96,EAST MACDOEL DISTRICT ROAD,2,Unpaved,County Road
97,SAGEBRUSH LANE,2,Unpaved,County Road
98,EAST MACDOEL DISTRICT ROAD,2,Unpaved,County Road
99,SYLVA ROAD,2,Unpaved,County Road
100,SNOWDEN HOVEY GULCH ROAD,2,Unpaved,County Road
101,SNOWDEN HOVEY GULCH ROAD,2,Paved,County Road
102,GORDONS FERRY ROAD,2,Unpaved,County Road
103,COOK CAMPBELL ROAD,2,Unpaved,County Road
104,ELK CREEK ROAD,2,Paved,County Road
105,GORDONS FERRY ROAD,2,Paved,County Road
106,KUCK ROAD,2,Unpaved,County Road
107,ANDERSON GRADE ROAD,2,Unpaved,County Road
108,ELK CREEK ROAD,2,Paved,County Road
109,GORDONS FERRY ROAD,2,Unpaved,County Road
110,HWY 96,2,Paved,State Highway
111,HOCKADAY ROAD,2,Paved,County Road
112,FIFTH AVENUE EAST,2,Paved,County Road
113,KUCK ROAD,2,Unpaved,County Road
114,FIFTH AVENUE EAST,2,Unpaved,County Road
115,OLD STATE HWY,2,Paved,County Road
116,MAIN STREET,2,Paved,County Road
117,SNOWDEN HOVEY GULCH ROAD,2,Unpaved,County Road
118,COOK CAMPBELL ROAD,2,Paved,County Road
119,HWY 96,2,Paved,State Highway
120,CURLY JACK ROAD,2,Paved,County Road
121,HAWKINSVILLE HUMBUG ROAD,2,Unpaved,County Road
122,SNOWDEN HOVEY GULCH ROAD,2,Paved,County Road
123,CHINA GRADE ROAD,2,Paved,County Road
124,HWY 96,2,Paved,State Highway
125,HWY 96,2,Paved,State Highway
126,MONTAGUE FIELD ROAD,2,Paved,County Road
127,MONTAGUE FIELD ROAD,2,Paved,County Road
128,NORTH HANGAR ROAD,2,Unpaved,County Road
129,MONTAGUE FIELD ROAD,2,Paved,County Road
130,AIRPORT ROAD,2,Paved,County Road
131,OLD SHASTA RIVER ROAD,2,Unpaved,County Road
132,KUCK ROAD,2,Paved,County Road
133,I-5,2,Paved,Interstate
134,SOUTH HANGAR ROAD,2,Unpaved,County Road
135,I-5R,2,Paved,Interstate Ramp
136,COOK CAMPBELL ROAD,2,Unpaved,County Road
137,HWY 97,2,Paved,State Highway
138,HWY 263,2,Paved,State Highway
139,OLD SHASTA RIVER ROAD,2,Paved,County Road
140,YREKA WALKER ROAD,2,Unpaved,County Road
141,I-5R,2,Paved,Interstate Ramp
142,I-5R,2,Paved,Interstate Ramp
143,ELIZA GULCH ROAD,2,Unpaved,County Road
144,HUMBUG CREEK ROAD,2,Unpaved,County Road
145,YREKA WALKER ROAD,2,Unpaved,County Road
146,HUMBUG CREEK ROAD,2,Unpaved,County Road
147,YREKA WALKER ROAD,2,Unpaved,County Road
148,HAWKINSVILLE HUMBUG ROAD,2,Unpaved,County Road
149,I-5,2,Paved,Interstate
150,I-5R,2,Paved,Interstate Ramp
151,CANAL GULCH ROAD,2,Unpaved,County Road
152,CANAL GULCH ROAD,2,Paved,County Road
153,HWY 263,2,Paved,State Highway
154,ROXBURY DRIVE,2,Paved,County Road
155,CANAL GULCH ROAD,2,Unpaved,County Road
156,ANDERSON GRADE ROAD,2,Paved,County Road
157,AGER ROAD,2,Paved,County Road
158,SHELLEY ROAD,2,Paved,County Road
159,ROXBURY DRIVE,2,Unpaved,County Road
160,KUCK ROAD,2,Unpaved,County Road
161,ROXBURY DRIVE,2,Unpaved,County Road
162,TAYLOR LANE,2,Unpaved,County Road
163,KUCK ROAD,2,Paved,County Road
164,SHELLEY ROAD,2,Paved,County Road
165,AIRPORT ROAD,2,Paved,County Road
166,SHELLEY ROAD,2,Paved,County Road
167,ROXBURY DRIVE,2,Unpaved,County Road
168,TAYLOR LANE,2,Paved,County Road
169,HAWKINSVILLE HUMBUG ROAD,2,Paved,County Road
170,CANAL GULCH ROAD,2,Paved,County Road
171,SNOWDEN HOVEY GULCH ROAD,2,Unpaved,County Road
172,TAYLOR LANE,2,Unpaved,County Road
173,SCOTT RIVER ROAD,2,Paved,County Road
174,ROXBURY DRIVE,2,Paved,County Road
175,PERIMETER ROAD,2,Paved,County Road
176,AIRPORT ROAD,2,Paved,County Road
177,LOWER HANGAR ROAD,2,Paved,County Road
178,PERIMETER ROAD,2,Paved,County Road
179,PERIMETER ROAD,2,Paved,County Road
180,ELK CREEK ROAD,2,Paved,County Road
181,LICHENS ROAD,2,Unpaved,County Road
182,HAWKINSVILLE HUMBUG ROAD,2,Paved,County Road
183,LONG GULCH ROAD,2,Unpaved,County Road
184,LONG GULCH ROAD,2,Unpaved,County Road
185,HWY 263,2,Paved,State Highway
186,HAWKINSVILLE HUMBUG ROAD,2,Paved,County Road
187,LONG GULCH ROAD,2,Unpaved,County Road
188,LONG GULCH ROAD,2,Paved,County Road
189,MIDDLE FORK HUMBUG ROAD,2,Unpaved,County Road
190,LONG GULCH ROAD,2,Unpaved,County Road
191,HAWKINSVILLE ROAD,2,Unpaved,County Road
192,LONG GULCH ROAD,2,Unpaved,County Road
193,HWY 263,2,Paved,State Highway
194,SNOWDEN HOVEY GULCH ROAD,2,Unpaved,County Road
195,HWY 263,2,Paved,State Highway
196,YREKA WALKER ROAD,2,Unpaved,County Road
197,LOAFER HILL ROAD,2,Unpaved,County Road
198,SNOWDEN HOVEY GULCH ROAD,2,Paved,County Road
199,AIRPORT ROAD,2,Paved,County Road
200,ELK CREEK ROAD,2,Paved,County Road
201,LICHENS ROAD,2,Paved,County Road
202,SWIGART ROAD,2,Paved,County Road
203,ELK CREEK ROAD,2,Paved,County Road
204,BALL MOUNTAIN LITTLE SHASTA ROAD,2,Unpaved,County Road
205,BALL MOUNTAIN LITTLE SHASTA ROAD,2,Unpaved,County Road
206,BALL MOUNTAIN LITTLE SHASTA ROAD,2,Unpaved,County Road
207,TOWNSEND ROAD,2,Unpaved,County Road
208,HILL-CUMMINS LN,2,Paved,City Street
209,SCOTT RIVER ROAD,2,Paved,County Road
210,MILL CREEK ROAD,2,Unpaved,County Road
211,QUARRY CT,2,Paved,City Street
212,LIMESTONE CIR,2,Paved,City Street
213,MILL CREEK ROAD,2,Paved,County Road
214,BALL MOUNTAIN LITTLE SHASTA ROAD,2,Unpaved,County Road
215,I-5,2,Paved,Interstate
216,YREKA WALKER ROAD,2,Unpaved,County Road
217,QUARRY CT,2,Paved,City Street
218,QUARRY CIR,2,Paved,City Street
219,DISCOVERY ST,2,Paved,City Street
220,NORTH VIEW CIR,2,Paved,City Street
221,NORTH VIEW CIR,2,Paved,City Street
222,I-5,2,Paved,Interstate
223,OVERLOOK ST,2,Paved,City Street
224,SNOWDEN HOVEY GULCH ROAD,2,Unpaved,County Road
225,YREKA AGER ROAD,2,Paved,County Road
226,VISTA WY,2,Paved,City Street
227,NORTHRIDGE DR,2,Paved,City Street
228,QUARRY CT,2,Paved,City Street
229,HILLCREST DR,2,Paved,City Street
230,NORTHRIDGE DR,2,Paved,City Street
231,DISCOVERY ST,2,Paved,City Street
232,NORTHRIDGE DR,2,Paved,City Street
233,YREKA WALKER ROAD,2,Paved,County Road
234,NORTHRIDGE DR,2,Paved,City Street
235,YREKA AGER RD,2,Paved,City Street
236,RIVERVIEW DR,2,Paved,City Street
237,RIVERVIEW DR,2,Paved,City Street
238,HUMBUG RD,2,Paved,City Street
239,NORTHRIDGE DR,2,Paved,City Street
240,TERRACE DR,2,Paved,City Street
241,DISCOVERY ST,2,Paved,City Street
242,HUMBUG RD,2,Paved,City Street
243,TERRACE CT,2,Paved,City Street
244,TERRACE DR,2,Paved,City Street
245,YREKA AGER RD,2,Paved,City Street
246,HWY 3,2,Paved,State Highway
247,WACKER MINE RD,2,Paved,City Street
248,SNOWDEN HOVEY GULCH ROAD,2,Paved,County Road
249,TERRACE DR,2,Paved,City Street
250,BARHAM ST,2,Paved,City Street
251,PIONEER ST,2,Paved,City Street
252,SCENIC CT,2,Paved,City Street
253,TERRACE DR,2,Paved,City Street
254,DISCOVERY ST,2,Paved,City Street
255,LAUREL CT,2,Paved,City Street
256,TERRACE DR,2,Paved,City Street
257,OREGON ST,2,Paved,City Street
258,HWY 263,2,Paved,State Highway
259,TEBBE ST,2,Paved,City Street
260,HWY 3,2,Paved,State Highway
261,HELWEG CT,2,Paved,City Street
262,HILLCREST DR,2,Paved,City Street
263,TERRACE DR,2,Paved,City Street
264,BARHAM ST,2,Paved,City Street
265,KNAPP ST,2,Paved,City Street
266,ELENA ST,2,Paved,City Street
267,CEDAR ST,2,Paved,City Street
268,DEER CREEK WY,2,Paved,City Street
269,HWY 3,2,Paved,State Highway
270,ELM ST,2,Paved,City Street
271,PIONEER ST,2,Paved,City Street
272,HWY 3,2,Paved,State Highway
273,DISCOVERY ST,2,Paved,City Street
274,TERRACE DR,2,Paved,City Street
275,I-5R,2,Paved,Interstate Ramp
276,HWY 3,2,Paved,State Highway
277,HWY 3,2,Paved,State Highway
278,CEDAR ST,2,Paved,City Street
279,I-5,2,Paved,Interstate
280,HWY 3,2,Paved,State Highway
281,KNAPP ST,2,Paved,City Street
282,I-5,2,Paved,Interstate
283,HWY 3,2,Paved,State Highway
284,DISCOVERY ST,2,Paved,City Street
285,HWY 3,2,Paved,State Highway
286,JUNIPER DR,2,Paved,City Street
287,CEDAR ST,2,Paved,City Street
288,ELM ST,2,Paved,City Street
289,KNAPP ST,2,Paved,City Street
290,WETZEL WY,2,Paved,City Street
291,GEORGIA WY,2,Paved,City Street
292,OREGON ST,2,Paved,City Street
293,HUMBUG RD,2,Paved,City Street
294,I-5R,2,Paved,Interstate Ramp
295,HWY 3,2,Paved,State Highway
296,DISCOVERY ST,2,Paved,City Street
297,CEDAR ST,2,Paved,City Street
298,HUMBUG RD,2,Paved,City Street
299,GRIZZLY CT,2,Paved,City Street
300,LENNOX ST,2,Paved,City Street
301,SISKIYOU ST,2,Paved,City Street
302,KNAPP ST,2,Paved,City Street
303,HENIG WY,2,Paved,City Street
304,NORTH ST,2,Paved,City Street
305,HWY 3,2,Paved,State Highway
306,BLAKE ST,2,Paved,City Street
307,KLAMATH ST,2,Paved,City Street
308,KNAPP ST,2,Paved,City Street
309,HILLCREST ST,2,Paved,City Street
310,BALL MOUNTAIN LITTLE SHASTA ROAD,2,Unpaved,County Road
311,HUMBUG RD,2,Paved,City Street
312,BLAKE ST,2,Paved,City Street
313,JUNIPER DR,2,Paved,City Street
314,OREGON ST,2,Paved,City Street
315,OREGON ST,2,Paved,City Street
316,KNAPP ST,2,Paved,City Street
317,FOOTHILL DRIVE,2,Paved,County Road
318,HILLCREST ST,2,Paved,City Street
319,PARK PL,2,Paved,City Street
320,SUMMIT CT,2,Paved,City Street
321,MAPLE ST,2,Paved,City Street
322,BLAKE ST,2,Paved,City Street
323,KNAPP ST,2,Paved,City Street
324,BLAKE ST,2,Paved,City Street
325,HILLCREST ST,2,Paved,City Street
326,MAPLE ST,2,Paved,City Street
327,HWY 3,2,Paved,State Highway
328,JASPER PL,2,Paved,City Street
329,LENNOX ST,2,Paved,City Street
330,HWY 3,2,Paved,State Highway
331,SHERMAN ST,2,Paved,City Street
332,LENNOX ST,2,Paved,City Street
333,SPRING ST,2,Paved,City Street
334,BALL MOUNTAIN LITTLE SHASTA ROAD,2,Paved,County Road
335,SHERMAN ST,2,Paved,City Street
336,BURGESS ST,2,Paved,City Street
337,COURT ST,2,Paved,City Street
338,WETZEL WY,2,Paved,City Street
339,NORTH ST,2,Paved,City Street
340,DISCOVERY ST,2,Paved,City Street
341,OAK ST,2,Paved,City Street
342,PARK PL,2,Paved,City Street
343,BURGESS ST,2,Paved,City Street
344,FOOTHILL DRIVE,2,Paved,County Road
345,HILLCREST ST,2,Paved,City Street
346,SUMMIT CT,2,Paved,City Street
347,HILL ST,2,Paved,City Street
348,FAIRCHILD ST,2,Paved,City Street
349,CEDAR ST,2,Paved,City Street
350,SPRING ST,2,Paved,City Street
351,NORTH ST,2,Paved,City Street
352,DISCOVERY ST,2,Paved,City Street
353,PARK PL,2,Paved,City Street
354,VIRGINIA ST,2,Paved,City Street
355,LENNOX ST,2,Paved,City Street
356,HWY 3,2,Paved,State Highway
357,DEXTER ST,2,Paved,City Street
358,I-5R,2,Paved,Interstate Ramp
359,I-5,2,Paved,Interstate
360,SPRING ST,2,Paved,City Street
361,DEXTER ST,2,Paved,City Street
362,SHERMAN ST,2,Paved,City Street
363,CEDAR ST,2,Paved,City Street
364,BURGESS ST,2,Paved,City Street
365,DEXTER ST,2,Paved,City Street
366,OREGON ST,2,Paved,City Street
367,LENNOX ST,2,Paved,City Street
368,FAIRCHILD ST,2,Paved,City Street
369,OAK ST,2,Paved,City Street
370,YAMA ST,2,Paved,City Street
371,I-5,2,Paved,Interstate
372,I-5R,2,Paved,Interstate Ramp
373,HILLCREST ST,2,Paved,City Street
374,YAMA ST,2,Paved,City Street
375,GOLD ST,2,Paved,City Street
376,HILL ST,2,Paved,City Street
377,PROSPECT LN,2,Paved,City Street
378,YAMA ST,2,Paved,City Street
379,HILL ST,2,Paved,City Street
380,OREGON ST,2,Paved,City Street
381,DISCOVERY ST,2,Paved,City Street
382,YAMA ST,2,Paved,City Street
383,W LENNOX ST,2,Paved,City Street
384,THIRD ST,2,Paved,City Street
385,W LENNOX ST,2,Paved,City Street
386,PARK PL,2,Paved,City Street
387,YAMA ST,2,Paved,City Street
388,NORTH ST,2,Paved,City Street
389,SHERMAN ST,2,Paved,City Street
390,OAK ST,2,Paved,City Street
391,HWY 3,2,Paved,State Highway
392,W LENNOX ST,2,Paved,City Street
393,HILLCREST ST,2,Paved,City Street
394,NORTH ST,2,Paved,City Street
395,FAIRCHILD ST,2,Paved,City Street
396,YAMA ST,2,Paved,City Street
397,W LENNOX ST,2,Paved,City Street
398,BURGESS ST,2,Paved,City Street
399,W LENNOX ST,2,Paved,City Street
400,N LANGE WY,2,Paved,City Street
401,MINER ST,2,Paved,City Street
402,W LENNOX ST,2,Paved,City Street
403,OREGON ST,2,Paved,City Street
404,MINER ST,2,Paved,City Street
405,STAGE ALLEY,2,Paved,City Street
406,HOWARD ST,2,Paved,City Street
407,LENNOX ST,2,Paved,City Street
408,DISCOVERY ST,2,Paved,City Street
409,NORTH ST,2,Paved,City Street
410,THIRD ST,2,Paved,City Street
411,HOWARD ST,2,Paved,City Street
412,PHILLIPE LN,2,Paved,City Street
413,HWY 3,2,Paved,State Highway
414,SHERMAN ST,2,Paved,City Street
415,YAMA ST,2,Paved,City Street
416,LENNOX ST,2,Paved,City Street
417,HWY 3,2,Paved,State Highway
418,HOWARD ST,2,Paved,City Street
419,S DEWITT WY,2,Paved,City Street
420,MINER ST,2,Paved,City Street
421,PHILLIPE LN,2,Paved,City Street
422,FOOTHILL DR,2,Paved,City Street
423,BURGESS ST,2,Paved,City Street
424,HOWARD ST,2,Paved,City Street
425,FOOTHILL DR,2,Paved,City Street
426,FAIRCHILD ST,2,Paved,City Street
427,NORTH ST,2,Paved,City Street
428,FOOTHILL DR,2,Paved,City Street
429,LENNOX ST,2,Paved,City Street
430,GOLD ST,2,Paved,City Street
431,YAMA ST,2,Paved,City Street
432,PINE ST,2,Paved,City Street
433,YAMA ST,2,Paved,City Street
434,HWY 97,2,Paved,State Highway
435,I-5,2,Paved,Interstate
436,NORTH ST,2,Paved,City Street
437,KLEAVER DR,2,Paved,City Street
438,I-5,2,Paved,Interstate
439,HERZOG BLVD,2,Paved,City Street
440,WARRENS AV,2,Paved,City Street
441,OREGON ST,2,Paved,City Street
442,YAMA ST,2,Paved,City Street
443,AIRPORT ROAD,2,Paved,County Road
444,OREGON SLOUGH ROAD,2,Paved,County Road
445,FAIRCHILD ST,2,Paved,City Street
446,MINER ST,2,Paved,City Street
447,STAGE ALLEY,2,Paved,City Street
448,YAMA ST,2,Paved,City Street
449,WARRENS AV,2,Paved,City Street
450,ALLEN ST,2,Paved,City Street
451,THIRD ST,2,Paved,City Street
452,YAMA ST,2,Paved,City Street
453,AIRPORT ROAD,2,Paved,County Road
454,GOLD ST,2,Paved,City Street
455,NORTH ST,2,Paved,City Street
456,HWY 3,2,Paved,State Highway
457,YAMA ST,2,Paved,City Street
458,S WEST ST,2,Paved,City Street
459,MINER ST,2,Paved,City Street
460,FAIRCHILD ST,2,Paved,City Street
461,COLLIER CIR,2,Paved,City Street
462,PINE ST,2,Paved,City Street
463,NORTH ST,2,Paved,City Street
464,FAIRCHILD ST,2,Paved,City Street
465,OREGON ST,2,Paved,City Street
466,OREGON ST,2,Paved,City Street
467,NORTH ST,2,Paved,City Street
468,STAGE ALLEY,2,Paved,City Street
469,NORTH ST,2,Paved,City Street
470,AIRPORT ROAD,2,Paved,County Road
471,THIRD ST,2,Paved,City Street
472,NORTH ST,2,Paved,City Street
473,HEARN ST,2,Paved,City Street
474,GOLD ST,2,Paved,City Street
475,MINER ST,2,Paved,City Street
476,BROADWAY ST,2,Paved,City Street
477,NORTH ST,2,Paved,City Street
478,ARLENE CT,2,Paved,City Street
479,STACEY CT,2,Paved,City Street
480,HWY 3,2,Paved,State Highway
481,NORTH ST,2,Paved,City Street
482,FAIRCHILD ST,2,Paved,City Street
483,S DEWITT WY,2,Paved,City Street
484,ARLENE CT,2,Paved,City Street
485,PINE ST,2,Paved,City Street
486,MINER ST,2,Paved,City Street
487,SILVA CT,2,Paved,City Street
488,S WEST ST,2,Paved,City Street
489,SIERRA VISTA DR,2,Paved,City Street
490,E NORTH ST,2,Unpaved,City Street
491,9TH ST,2,Paved,City Street
492,OREGON ST,2,Paved,City Street
493,MINER ST,2,Paved,City Street
494,X,2,Paved,City Street
495,HEARN ST,2,Paved,City Street
496,LANE ST,2,Paved,City Street
497,S LANGE WAY,2,Paved,City Street
498,LANE ST,2,Paved,City Street
499,AGER ROAD,2,Paved,County Road
500,SPIERS ST,2,Paved,City Street
501,PATRICIA WY,2,Paved,City Street
502,LANE ST,2,Paved,City Street
503,MINER ST,2,Paved,City Street
504,S WEST ST,2,Paved,City Street
505,THIRD ST,2,Paved,City Street
506,MINER ST,2,Paved,City Street
507,LANE ST,2,Paved,City Street
508,GOLD ST,2,Paved,City Street
509,I-5R,2,Paved,Interstate Ramp
510,LANE ST,2,Paved,City Street
511,LANE ST,2,Paved,City Street
512,FAIRCHILD ST,2,Paved,City Street
513,BROADWAY ST,2,Paved,City Street
514,LOWER KLAMATH LAKE ROAD,2,Unpaved,County Road
515,AGER BESWICK ROAD,2,Unpaved,County Road
516,HWY 97,2,Paved,State Highway
517,WALTERS LANE,2,Paved,County Road
518,HORNBROOK ROAD,2,Paved,County Road
519,I-5,2,Paved,Interstate
520,HWY 97,2,Paved,State Highway
521,HORNBROOK ROAD,2,Paved,County Road
522,WALTERS LANE,2,Paved,County Road
523,I-5,2,Paved,Interstate
524,MCADAMS CREEK ROAD,2,Unpaved,County Road
525,WALTERS LANE,2,Paved,County Road
526,WESTSIDE ROAD,2,Paved,County Road
527,FAIRLANE ROAD,2,Paved,County Road
528,MCADAMS CREEK ROAD,2,Paved,County Road
529,EASY STREET,2,Paved,County Road
530,WALTERS LANE,2,Paved,County Road
531,DEWITT PARK ROAD,2,Paved,County Road
532,MONTAGUE GRENADA ROAD,2,Paved,County Road
533,EASY STREET,2,Paved,County Road
534,WALTERS LANE,2,Paved,County Road
535,OAK VIEW COURT,2,Unpaved,County Road
536,INDIAN CREEK ROAD,2,Paved,County Road
537,PRUETT DRIVE,2,Paved,County Road
538,FREEMAN ROAD,2,Paved,County Road
539,MCADAMS CREEK ROAD,2,Unpaved,County Road
540,ORCHARD COURT,2,Paved,County Road
541,PRUETT DRIVE,2,Paved,County Road
542,PRUETT DRIVE,2,Paved,County Road
543,INDIAN CREEK ROAD,2,Paved,County Road
544,MCADAMS CREEK ROAD,2,Paved,County Road
545,MCADAMS INDIAN CREEK CONNECTION ROAD,2,Unpaved,County Road
546,OAKWOOD LANE,2,Paved,County Road
547,HWY 97,3,Paved,State Highway
548,PINEVIEW DRIVE,2,Paved,County Road
549,LONG PRAIRIE ROAD,2,Unpaved,County Road
550,SCOTT RIVER ROAD,2,Paved,County Road
551,I-5,2,Paved,Interstate
552,KILLGORE HILLS ROAD,2,Unpaved,County Road
553,KILLGORE HILLS ROAD,2,Paved,County Road
554,SHAMROCK ROAD,2,Paved,County Road
555,I-5,2,Paved,Interstate
556,SHAMROCK ROAD,2,Paved,County Road
557,ACCESS ROAD,2,Paved,County Road
558,I-5R,2,Paved,Interstate Ramp
559,ACCESS ROAD,2,Paved,County Road
560,I-5,2,Paved,Interstate
561,ACCESS ROAD,2,Paved,County Road
562,I-5,2,Paved,Interstate
563,ACCESS ROAD,2,Paved,County Road
564,I-5R,2,Paved,Interstate Ramp
565,ACCESS ROAD,2,Paved,County Road
566,ACCESS ROAD,2,Paved,County Road
567,OLD STATE HWY,2,Unpaved,County Road
568,I-5R,2,Paved,Interstate Ramp
569,I-5,2,Paved,Interstate
570,I-5,2,Paved,Interstate
571,DE SOZA LANE,2,Unpaved,County Road
572,DE SOZA LANE,2,Paved,County Road
573,SHAMROCK ROAD,2,Paved,County Road
574,EASY STREET,2,Paved,County Road
575,HARRY CASH ROAD,2,Paved,County Road
576,DE SOZA LANE,2,Unpaved,County Road
577,TECHNOR ROBISON ROAD,2,Unpaved,County Road
578,TECHNOR ROBISON ROAD,2,Unpaved,County Road
579,TENNANT ROAD,2,Unpaved,County Road
580,TECHNOR ROBISON ROAD,2,Unpaved,County Road
581,TENNANT ROAD,2,Unpaved,County Road
582,BIG SPRINGS ROAD,2,Unpaved,County Road
583,BIG SPRINGS ROAD,2,Paved,County Road
584,HART ROAD,2,Paved,County Road
585,DE SOZA LANE,2,Paved,County Road
586,DE SOZA LANE,2,Paved,County Road
587,MONTAGUE GRENADA ROAD,2,Paved,County Road
588,OLD 99 HIGHWAY,2,Paved,County Road
589,SCOTT RIVER ROAD,2,Paved,County Road
590,LONG PRAIRIE ROAD,2,Unpaved,County Road
591,I-5,2,Paved,Interstate
592,I-5,2,Paved,Interstate
593,KELSEY CREEK ROAD,2,Unpaved,County Road
594,99-97 CUTOFF,2,Paved,County Road
595,99-97 CUTOFF,2,Paved,County Road
596,99-97 CUTOFF,2,Paved,County Road
597,MONTAGUE GRENADA ROAD,2,Paved,County Road
598,99-97 CUTOFF,2,Paved,County Road
599,I-5R,2,Paved,Interstate Ramp
600,99-97 CUTOFF,2,Paved,County Road
601,99-97 CUTOFF,2,Paved,County Road
602,I-5R,2,Paved,Interstate Ramp
603,I-5R,2,Paved,Interstate Ramp
604,99-97 CUTOFF,2,Paved,County Road
605,99-97 CUTOFF,2,Paved,County Road
606,FOURTH AVENUE,2,Paved,County Road
607,SECOND STREET,2,Paved,County Road
608,THIRD AVENUE,2,Paved,County Road
609,SECOND STREET,2,Paved,County Road
610,SISKIYOU AVENUE,2,Paved,County Road
611,SECOND STREET,2,Paved,County Road
612,99-97 CUTOFF,2,Paved,County Road
613,I-5,2,Paved,Interstate
614,99-97 CUTOFF,2,Paved,County Road
615,I-5,2,Paved,Interstate
616,99-97 CUTOFF,2,Paved,County Road
617,99-97 CUTOFF,2,Paved,County Road
618,99-97 CUTOFF,2,Paved,County Road
